 num     #instances         #bytes  class name (module)
2396:             1             24  javax.swing.text.DefaultEditorKit$BeepAction (java.desktop@11.0.2)
2397:             1             24  javax.swing.text.DefaultEditorKit$CopyAction (java.desktop@11.0.2)
2398:             1             24  javax.swing.text.DefaultEditorKit$CutAction (java.desktop@11.0.2)
2399:             1             24  javax.swing.text.DefaultEditorKit$DeleteNextCharAction (java.desktop@11.0.2)
2400:             1             24  javax.swing.text.DefaultEditorKit$DeletePrevCharAction (java.desktop@11.0.2)
2401:             1             24  javax.swing.text.DefaultEditorKit$DumpModelAction (java.desktop@11.0.2)
2402:             1             24  javax.swing.text.DefaultEditorKit$InsertBreakAction (java.desktop@11.0.2)
2403:             1             24  javax.swing.text.DefaultEditorKit$InsertContentAction (java.desktop@11.0.2)
2404:             1             24  javax.swing.text.DefaultEditorKit$InsertTabAction (java.desktop@11.0.2)
2405:             1             24  javax.swing.text.DefaultEditorKit$PasteAction (java.desktop@11.0.2)
2406:             1             24  javax.swing.text.DefaultEditorKit$ReadOnlyAction (java.desktop@11.0.2)
2407:             1             24  javax.swing.text.DefaultEditorKit$SelectAllAction (java.desktop@11.0.2)
2408:             1             24  javax.swing.text.DefaultEditorKit$ToggleComponentOrientationAction (java.desktop@11.0.2)
2409:             1             24  javax.swing.text.DefaultEditorKit$UnselectAction (java.desktop@11.0.2)
2410:             1             24  javax.swing.text.DefaultEditorKit$WritableAction (java.desktop@11.0.2)
2411:             1             24  javax.swing.text.StyledEditorKit$BoldAction (java.desktop@11.0.2)
2412:             1             24  javax.swing.text.StyledEditorKit$ItalicAction (java.desktop@11.0.2)
2413:             1             24  javax.swing.text.StyledEditorKit$UnderlineAction (java.desktop@11.0.2)
2414:             1             24  javax.swing.text.TabSet (java.desktop@11.0.2)
2415:             1             24  javax.swing.text.html.HTMLEditorKit$ActivateLinkAction (java.desktop@11.0.2)
2416:             1             24  jdk.internal.jimage.ImageReader (java.base@11.0.2)
2417:             1             24  jdk.internal.loader.URLClassPath$FileLoader (java.base@11.0.2)
2418:             1             24  jdk.internal.logger.BootstrapLogger$RedirectedLoggers (java.base@11.0.2)
2419:             1             24  jdk.internal.module.ModuleHashes (java.base@11.0.2)
2420:             1             24  jdk.internal.util.jar.JarIndex (java.base@11.0.2)
2421:             1             24  jdk.management.jfr.internal.FlightRecorderMXBeanProvider$SingleMBeanComponent (jdk.management.jfr@11.0.2)
2422:             1             24  nz.ac.waikato.cms.locator.ClassCache
2423:             1             24  org.apache.commons.math3.random.RandomDataGenerator
2424:             1             24  sun.awt.GlobalCursorManager$NativeUpdater (java.desktop@11.0.2)
2425:             1             24  sun.awt.SunHints$LCDContrastKey (java.desktop@11.0.2)
2426:             1             24  sun.awt.WeakIdentityHashMap (java.desktop@11.0.2)
2427:             1             24  sun.awt.X11.XDropTargetRegistry (java.desktop@11.0.2)
2428:             1             24  sun.awt.X11.XKeyboardFocusManagerPeer (java.desktop@11.0.2)
2429:             1             24  sun.awt.X11.XMSelection$3 (java.desktop@11.0.2)
2430:             1             24  sun.awt.X11GraphicsConfig$X11GCDisposerRecord (java.desktop@11.0.2)
2431:             1             24  sun.awt.X11GraphicsEnvironment (java.desktop@11.0.2)
2432:             1             24  sun.awt.datatransfer.TransferableProxy (java.desktop@11.0.2)
2433:             1             24  sun.awt.util.PerformanceLogger$TimeData (java.desktop@11.0.2)
2434:             1             24  sun.font.CMap$NullCMapClass (java.desktop@11.0.2)
2435:             1             24  sun.font.FontConfigManager$FontConfigInfo (java.desktop@11.0.2)
2436:             1             24  sun.java2d.marlin.DMarlinRenderingEngine$1 (java.desktop@11.0.2)
2437:             1             24  sun.java2d.pipe.AAShapePipe$1 (java.desktop@11.0.2)
2438:             1             24  sun.java2d.xr.GrowableIntArray (java.desktop@11.0.2)
2439:             1             24  sun.java2d.xr.GrowableRectArray (java.desktop@11.0.2)
2440:             1             24  sun.java2d.xr.MaskTile (java.desktop@11.0.2)
2441:             1             24  sun.management.RuntimeImpl (java.management@11.0.2)
2442:             1             24  sun.management.VMManagementImpl (java.management@11.0.2)
2443:             1             24  sun.net.ProgressMonitor (java.base@11.0.2)
2444:             1             24  sun.net.sdp.SdpProvider (java.base@11.0.2)
2445:             1             24  sun.net.www.MimeTable (java.base@11.0.2)
2446:             1             24  sun.net.www.protocol.http.Handler (java.base@11.0.2)
2447:             1             24  sun.nio.ch.Util$BufferCache (java.base@11.0.2)
2448:             1             24  sun.nio.cs.Big5 (java.base@11.0.2)
2449:             1             24  sun.nio.cs.Big5_HKSCS (java.base@11.0.2)
2450:             1             24  sun.nio.cs.Big5_Solaris (java.base@11.0.2)
2451:             1             24  sun.nio.cs.CESU_8 (java.base@11.0.2)
2452:             1             24  sun.nio.cs.EUC_CN (java.base@11.0.2)
2453:             1             24  sun.nio.cs.EUC_JP (java.base@11.0.2)
2454:             1             24  sun.nio.cs.EUC_JP_LINUX (java.base@11.0.2)
2455:             1             24  sun.nio.cs.EUC_JP_Open (java.base@11.0.2)
2456:             1             24  sun.nio.cs.EUC_TW (java.base@11.0.2)
2457:             1             24  sun.nio.cs.GB18030 (java.base@11.0.2)
2458:             1             24  sun.nio.cs.GBK (java.base@11.0.2)
2459:             1             24  sun.nio.cs.IBM437 (java.base@11.0.2)
2460:             1             24  sun.nio.cs.IBM737 (java.base@11.0.2)
2461:             1             24  sun.nio.cs.IBM775 (java.base@11.0.2)
2462:             1             24  sun.nio.cs.IBM850 (java.base@11.0.2)
2463:             1             24  sun.nio.cs.IBM852 (java.base@11.0.2)
2464:             1             24  sun.nio.cs.IBM855 (java.base@11.0.2)
2465:             1             24  sun.nio.cs.IBM857 (java.base@11.0.2)
2466:             1             24  sun.nio.cs.IBM858 (java.base@11.0.2)
2467:             1             24  sun.nio.cs.IBM862 (java.base@11.0.2)
2468:             1             24  sun.nio.cs.IBM866 (java.base@11.0.2)
2469:             1             24  sun.nio.cs.IBM874 (java.base@11.0.2)
2470:             1             24  sun.nio.cs.ISO_8859_1 (java.base@11.0.2)
2471:             1             24  sun.nio.cs.ISO_8859_11 (java.base@11.0.2)
2472:             1             24  sun.nio.cs.ISO_8859_13 (java.base@11.0.2)
2473:             1             24  sun.nio.cs.ISO_8859_15 (java.base@11.0.2)
2474:             1             24  sun.nio.cs.ISO_8859_16 (java.base@11.0.2)
2475:             1             24  sun.nio.cs.ISO_8859_2 (java.base@11.0.2)
2476:             1             24  sun.nio.cs.ISO_8859_3 (java.base@11.0.2)
2477:             1             24  sun.nio.cs.ISO_8859_4 (java.base@11.0.2)
2478:             1             24  sun.nio.cs.ISO_8859_5 (java.base@11.0.2)
2479:             1             24  sun.nio.cs.ISO_8859_6 (java.base@11.0.2)
2480:             1             24  sun.nio.cs.ISO_8859_7 (java.base@11.0.2)
2481:             1             24  sun.nio.cs.ISO_8859_8 (java.base@11.0.2)
2482:             1             24  sun.nio.cs.ISO_8859_9 (java.base@11.0.2)
2483:             1             24  sun.nio.cs.JIS_X_0201 (java.base@11.0.2)
2484:             1             24  sun.nio.cs.JIS_X_0208 (java.base@11.0.2)
2485:             1             24  sun.nio.cs.JIS_X_0212 (java.base@11.0.2)
2486:             1             24  sun.nio.cs.Johab (java.base@11.0.2)
2487:             1             24  sun.nio.cs.KOI8_R (java.base@11.0.2)
2488:             1             24  sun.nio.cs.KOI8_U (java.base@11.0.2)
2489:             1             24  sun.nio.cs.MS1250 (java.base@11.0.2)
2490:             1             24  sun.nio.cs.MS1251 (java.base@11.0.2)
2491:             1             24  sun.nio.cs.MS1252 (java.base@11.0.2)
2492:             1             24  sun.nio.cs.MS1253 (java.base@11.0.2)
2493:             1             24  sun.nio.cs.MS1254 (java.base@11.0.2)
2494:             1             24  sun.nio.cs.MS1257 (java.base@11.0.2)
2495:             1             24  sun.nio.cs.MS932 (java.base@11.0.2)
2496:             1             24  sun.nio.cs.PCK (java.base@11.0.2)
2497:             1             24  sun.nio.cs.SJIS (java.base@11.0.2)
2498:             1             24  sun.nio.cs.TIS_620 (java.base@11.0.2)
2499:             1             24  sun.nio.cs.ThreadLocalCoders$1 (java.base@11.0.2)
2500:             1             24  sun.nio.cs.ThreadLocalCoders$2 (java.base@11.0.2)
2501:             1             24  sun.nio.cs.US_ASCII (java.base@11.0.2)
2502:             1             24  sun.nio.cs.UTF_16 (java.base@11.0.2)
2503:             1             24  sun.nio.cs.UTF_16BE (java.base@11.0.2)
2504:             1             24  sun.nio.cs.UTF_16LE (java.base@11.0.2)
2505:             1             24  sun.nio.cs.UTF_16LE_BOM (java.base@11.0.2)
2506:             1             24  sun.nio.cs.UTF_32 (java.base@11.0.2)
2507:             1             24  sun.nio.cs.UTF_32BE (java.base@11.0.2)
2508:             1             24  sun.nio.cs.UTF_32BE_BOM (java.base@11.0.2)
2509:             1             24  sun.nio.cs.UTF_32LE (java.base@11.0.2)
2510:             1             24  sun.nio.cs.UTF_32LE_BOM (java.base@11.0.2)
2511:             1             24  sun.nio.cs.UTF_8 (java.base@11.0.2)
2512:             1             24  sun.nio.fs.NativeBuffer$Deallocator (java.base@11.0.2)
2513:             1             24  sun.security.ssl.HandshakeHash (java.base@11.0.2)
2514:             1             24  sun.security.ssl.SSLKeyExchange (java.base@11.0.2)
2515:             1             24  sun.security.ssl.SSLSocketImpl$AppOutputStream (java.base@11.0.2)
2516:             1             24  sun.swing.SwingUtilities2$KeyPair (java.desktop@11.0.2)
2517:             1             24  sun.text.normalizer.Norm2AllModes (java.base@11.0.2)
2518:             1             24  sun.text.normalizer.Norm2AllModes$ComposeNormalizer2 (java.base@11.0.2)
2519:             1             24  sun.text.normalizer.Norm2AllModes$Norm2AllModesSingleton (java.base@11.0.2)
2520:             1             24  sun.util.cldr.CLDRCalendarDataProviderImpl (java.base@11.0.2)
2521:             1             24  sun.util.cldr.CLDRTimeZoneNameProviderImpl (java.base@11.0.2)
2522:             1             24  sun.util.locale.BaseLocale$Cache (java.base@11.0.2)
2523:             1             24  sun.util.locale.provider.BreakIteratorProviderImpl (java.base@11.0.2)
2524:             1             24  sun.util.locale.provider.CalendarProviderImpl (java.base@11.0.2)
2525:             1             24  sun.util.locale.provider.CollatorProviderImpl (java.base@11.0.2)
2526:             1             24  sun.util.locale.provider.DateFormatSymbolsProviderImpl (java.base@11.0.2)
2527:             1             24  sun.util.locale.provider.DecimalFormatSymbolsProviderImpl (java.base@11.0.2)
2528:             1             24  sun.util.locale.provider.NumberFormatProviderImpl (java.base@11.0.2)
